month,division,line,day_type,reporting_category,subcategory,delays
2023-09-01,B DIVISION,F,1,Crew Availability,Crew Availability,280
2023-09-01,B DIVISION,F,1,External Factors,External Agency or Utility,1
2023-09-01,B DIVISION,F,1,External Factors,External Debris on Roadbed,43
2023-09-01,B DIVISION,F,1,External Factors,Inclement Weather,22
2023-09-01,B DIVISION,F,1,Infrastructure & Equipment,Braking,41
2023-09-01,B DIVISION,F,1,Infrastructure & Equipment,Door-Related,16
2023-09-01,B DIVISION,F,1,Infrastructure & Equipment,"Fire, Smoke, Debris",65
2023-09-01,B DIVISION,F,1,Infrastructure & Equipment,Other - CE,23
2023-09-01,B DIVISION,F,1,Infrastructure & Equipment,Other Infrastructure,263
2023-09-01,B DIVISION,F,1,Infrastructure & Equipment,Other Internal Disruptions,35
2023-09-01,B DIVISION,F,1,Infrastructure & Equipment,Other - Sig,155
2023-09-01,B DIVISION,F,1,Infrastructure & Equipment,Propulsion,6
2023-09-01,B DIVISION,F,1,Infrastructure & Equipment,Rail and Roadbed,67
2023-09-01,B DIVISION,F,1,Infrastructure & Equipment,Service Delivery,20
2023-09-01,B DIVISION,F,1,Infrastructure & Equipment,Signal Modernization Capital Project,125
2023-09-01,B DIVISION,F,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2023-09-01,B DIVISION,F,1,Operating Conditions,,540
2023-09-01,B DIVISION,F,1,Planned ROW Work,Capital Work - Other Planned ROW,223
2023-09-01,B DIVISION,F,1,Planned ROW Work,Subways Maintenance,559
2023-09-01,B DIVISION,F,1,Planned ROW Work,Work Equipment,64
2023-09-01,B DIVISION,F,1,Police & Medical,Persons on Roadbed,29
2023-09-01,B DIVISION,F,1,Police & Medical,"Public Conduct, Crime, Police Response",365
2023-09-01,B DIVISION,F,1,Police & Medical,Sick/Injured Customer,68
2023-09-01,B DIVISION,F,2,Crew Availability,Crew Availability,76
2023-09-01,B DIVISION,F,2,External Factors,External Agency or Utility,13
2023-09-01,B DIVISION,F,2,External Factors,External Debris on Roadbed,16
2023-09-01,B DIVISION,F,2,External Factors,Inclement Weather,19
2023-09-01,B DIVISION,F,2,Infrastructure & Equipment,Braking,4
2023-09-01,B DIVISION,F,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2023-09-01,B DIVISION,F,2,Infrastructure & Equipment,Other Internal Disruptions,5
2023-09-01,B DIVISION,F,2,Infrastructure & Equipment,Other - Sig,28
2023-09-01,B DIVISION,F,2,Infrastructure & Equipment,Rail and Roadbed,10
2023-09-01,B DIVISION,F,2,Infrastructure & Equipment,Service Delivery,10
2023-09-01,B DIVISION,F,2,Infrastructure & Equipment,Signal Modernization Capital Project,8
2023-09-01,B DIVISION,F,2,Operating Conditions,,105
2023-09-01,B DIVISION,F,2,Planned ROW Work,Capital Work - Other Planned ROW,183
2023-09-01,B DIVISION,F,2,Planned ROW Work,Subways Maintenance,201
2023-09-01,B DIVISION,F,2,Planned ROW Work,Work Equipment,3
2023-09-01,B DIVISION,F,2,Police & Medical,Persons on Roadbed,5
2023-09-01,B DIVISION,F,2,Police & Medical,"Public Conduct, Crime, Police Response",40
2023-09-01,B DIVISION,F,2,Police & Medical,Sick/Injured Customer,18
2023-09-01,B DIVISION,G,1,Crew Availability,Crew Availability,100
2023-09-01,B DIVISION,G,1,External Factors,External Debris on Roadbed,18
2023-09-01,B DIVISION,G,1,Infrastructure & Equipment,Braking,3
2023-09-01,B DIVISION,G,1,Infrastructure & Equipment,Door-Related,4
2023-09-01,B DIVISION,G,1,Infrastructure & Equipment,"Fire, Smoke, Debris",33
2023-09-01,B DIVISION,G,1,Infrastructure & Equipment,Other - CE,24
2023-09-01,B DIVISION,G,1,Infrastructure & Equipment,Other Infrastructure,156
2023-09-01,B DIVISION,G,1,Infrastructure & Equipment,Other Internal Disruptions,2
2023-09-01,B DIVISION,G,1,Infrastructure & Equipment,Other - Sig,28
2023-09-01,B DIVISION,G,1,Infrastructure & Equipment,Rail and Roadbed,70
2023-09-01,B DIVISION,G,1,Infrastructure & Equipment,Service Delivery,10
2023-09-01,B DIVISION,G,1,Infrastructure & Equipment,Signal Modernization Capital Project,12
2023-09-01,B DIVISION,G,1,Operating Conditions,,165
2023-09-01,B DIVISION,G,1,Planned ROW Work,Capital Work - Other Planned ROW,37
2023-09-01,B DIVISION,G,1,Planned ROW Work,Subways Maintenance,283
2023-09-01,B DIVISION,G,1,Planned ROW Work,Work Equipment,11
2023-09-01,B DIVISION,G,1,Police & Medical,Persons on Roadbed,2
2023-09-01,B DIVISION,G,1,Police & Medical,"Public Conduct, Crime, Police Response",84
2023-09-01,B DIVISION,G,1,Police & Medical,Sick/Injured Customer,9
2023-09-01,B DIVISION,G,2,Crew Availability,Crew Availability,9
2023-09-01,B DIVISION,G,2,External Factors,External Debris on Roadbed,1
2023-09-01,B DIVISION,G,2,External Factors,Inclement Weather,5
2023-09-01,B DIVISION,G,2,Infrastructure & Equipment,Braking,24
2023-09-01,B DIVISION,G,2,Infrastructure & Equipment,Other - Sig,5
2023-09-01,B DIVISION,G,2,Infrastructure & Equipment,Propulsion,1
2023-09-01,B DIVISION,G,2,Operating Conditions,,37
2023-09-01,B DIVISION,G,2,Planned ROW Work,Capital Work - Other Planned ROW,6
2023-09-01,B DIVISION,G,2,Planned ROW Work,Subways Maintenance,46
2023-09-01,B DIVISION,G,2,Police & Medical,Persons on Roadbed,7
2023-09-01,B DIVISION,G,2,Police & Medical,"Public Conduct, Crime, Police Response",20
2023-09-01,B DIVISION,JZ,1,Crew Availability,Crew Availability,144
2023-09-01,B DIVISION,JZ,1,External Factors,External Agency or Utility,19
2023-09-01,B DIVISION,JZ,1,External Factors,External Debris on Roadbed,2
2023-09-01,B DIVISION,JZ,1,External Factors,Inclement Weather,37
2023-09-01,B DIVISION,JZ,1,Infrastructure & Equipment,Braking,6
2023-09-01,B DIVISION,JZ,1,Infrastructure & Equipment,Door-Related,1
2023-09-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other - CE,4
2023-09-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other Infrastructure,33
2023-09-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other - Sig,38
2023-09-01,B DIVISION,JZ,1,Infrastructure & Equipment,Propulsion,4
2023-09-01,B DIVISION,JZ,1,Infrastructure & Equipment,Rail and Roadbed,42
2023-09-01,B DIVISION,JZ,1,Infrastructure & Equipment,Service Delivery,14
2023-09-01,B DIVISION,JZ,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,18
2023-09-01,B DIVISION,JZ,1,Operating Conditions,,109
2023-09-01,B DIVISION,JZ,1,Planned ROW Work,Subways Maintenance,161
2023-09-01,B DIVISION,JZ,1,Police & Medical,Persons on Roadbed,24
2023-09-01,B DIVISION,JZ,1,Police & Medical,"Public Conduct, Crime, Police Response",58
2023-09-01,B DIVISION,JZ,1,Police & Medical,Sick/Injured Customer,50
2023-09-01,B DIVISION,JZ,2,Crew Availability,Crew Availability,117
2023-09-01,B DIVISION,JZ,2,External Factors,Inclement Weather,8
2023-09-01,B DIVISION,JZ,2,Infrastructure & Equipment,Braking,1
2023-09-01,B DIVISION,JZ,2,Infrastructure & Equipment,Other - CE,5
2023-09-01,B DIVISION,JZ,2,Infrastructure & Equipment,Other - Sig,24
2023-09-01,B DIVISION,JZ,2,Infrastructure & Equipment,Service Delivery,14
2023-09-01,B DIVISION,JZ,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,18
2023-09-01,B DIVISION,JZ,2,Operating Conditions,,27
2023-09-01,B DIVISION,JZ,2,Planned ROW Work,Subways Maintenance,22
2023-09-01,B DIVISION,JZ,2,Planned ROW Work,Work Equipment,9
2023-09-01,B DIVISION,JZ,2,Police & Medical,Persons on Roadbed,1
2023-09-01,B DIVISION,JZ,2,Police & Medical,"Public Conduct, Crime, Police Response",33
2023-09-01,B DIVISION,L,1,Crew Availability,Crew Availability,137
2023-09-01,B DIVISION,L,1,External Factors,Inclement Weather,261
2023-09-01,B DIVISION,L,1,Infrastructure & Equipment,Door-Related,2
2023-09-01,B DIVISION,L,1,Infrastructure & Equipment,Other Infrastructure,24
2023-09-01,B DIVISION,L,1,Infrastructure & Equipment,Other - Sig,85
2023-09-01,B DIVISION,L,1,Infrastructure & Equipment,Rail and Roadbed,86
2023-09-01,B DIVISION,L,1,Infrastructure & Equipment,Service Delivery,5
2023-09-01,B DIVISION,L,1,Infrastructure & Equipment,Signal Modernization Capital Project,8
2023-09-01,B DIVISION,L,1,Operating Conditions,,8
2023-09-01,B DIVISION,L,1,Planned ROW Work,Capital Work - Other Planned ROW,73
2023-09-01,B DIVISION,L,1,Planned ROW Work,Subways Maintenance,175
2023-09-01,B DIVISION,L,1,Planned ROW Work,Work Equipment,8
2023-09-01,B DIVISION,L,1,Police & Medical,Persons on Roadbed,8
2023-09-01,B DIVISION,L,1,Police & Medical,"Public Conduct, Crime, Police Response",26
2023-09-01,B DIVISION,L,1,Police & Medical,Sick/Injured Customer,20
2023-09-01,B DIVISION,L,2,Crew Availability,Crew Availability,59
2023-09-01,B DIVISION,L,2,Infrastructure & Equipment,Other Infrastructure,1
2023-09-01,B DIVISION,L,2,Infrastructure & Equipment,Other - Sig,32
2023-09-01,B DIVISION,L,2,Infrastructure & Equipment,Propulsion,25
2023-09-01,B DIVISION,L,2,Infrastructure & Equipment,Rail and Roadbed,5
2023-09-01,B DIVISION,L,2,Infrastructure & Equipment,Service Delivery,3
2023-09-01,B DIVISION,L,2,Planned ROW Work,Subways Maintenance,15
2023-09-01,B DIVISION,L,2,Planned ROW Work,Work Equipment,4
2023-09-01,B DIVISION,L,2,Police & Medical,"Public Conduct, Crime, Police Response",10
2023-09-01,B DIVISION,M,1,Crew Availability,Crew Availability,96
2023-09-01,B DIVISION,M,1,External Factors,External Debris on Roadbed,15
2023-09-01,B DIVISION,M,1,External Factors,Inclement Weather,61
2023-09-01,B DIVISION,M,1,Infrastructure & Equipment,Braking,25
2023-09-01,B DIVISION,M,1,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2023-09-01,B DIVISION,M,1,Infrastructure & Equipment,Other - CE,5
2023-09-01,B DIVISION,M,1,Infrastructure & Equipment,Other - Sig,60
2023-09-01,B DIVISION,M,1,Infrastructure & Equipment,Rail and Roadbed,45
2023-09-01,B DIVISION,M,1,Infrastructure & Equipment,Service Delivery,3
2023-09-01,B DIVISION,M,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,9
2023-09-01,B DIVISION,M,1,Operating Conditions,,55
2023-09-01,B DIVISION,M,1,Planned ROW Work,Capital Work - Other Planned ROW,2
2023-09-01,B DIVISION,M,1,Planned ROW Work,Subways Maintenance,43
2023-09-01,B DIVISION,M,1,Planned ROW Work,Work Equipment,9
2023-09-01,B DIVISION,M,1,Police & Medical,Persons on Roadbed,12
2023-09-01,B DIVISION,M,1,Police & Medical,"Public Conduct, Crime, Police Response",51
2023-09-01,B DIVISION,M,1,Police & Medical,Sick/Injured Customer,30
2023-09-01,B DIVISION,M,2,Crew Availability,Crew Availability,21
2023-09-01,B DIVISION,M,2,Infrastructure & Equipment,Braking,2
2023-09-01,B DIVISION,M,2,Infrastructure & Equipment,Other - Sig,12
2023-09-01,B DIVISION,M,2,Infrastructure & Equipment,Service Delivery,6
2023-09-01,B DIVISION,M,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,14
2023-09-01,B DIVISION,M,2,Operating Conditions,,2
2023-09-01,B DIVISION,M,2,Planned ROW Work,Subways Maintenance,1
2023-09-01,B DIVISION,M,2,Planned ROW Work,Work Equipment,1
2023-09-01,B DIVISION,M,2,Police & Medical,"Public Conduct, Crime, Police Response",5
2023-09-01,B DIVISION,N,1,Crew Availability,Crew Availability,256
2023-09-01,B DIVISION,N,1,External Factors,External Debris on Roadbed,66
2023-09-01,B DIVISION,N,1,External Factors,Inclement Weather,333
2023-09-01,B DIVISION,N,1,Infrastructure & Equipment,Braking,61
2023-09-01,B DIVISION,N,1,Infrastructure & Equipment,Door-Related,67
2023-09-01,B DIVISION,N,1,Infrastructure & Equipment,"Fire, Smoke, Debris",23
2023-09-01,B DIVISION,N,1,Infrastructure & Equipment,Other - CE,157
2023-09-01,B DIVISION,N,1,Infrastructure & Equipment,Other Infrastructure,7
2023-09-01,B DIVISION,N,1,Infrastructure & Equipment,Other Internal Disruptions,10
2023-09-01,B DIVISION,N,1,Infrastructure & Equipment,Other - Sig,221
2023-09-01,B DIVISION,N,1,Infrastructure & Equipment,Propulsion,34
2023-09-01,B DIVISION,N,1,Infrastructure & Equipment,Rail and Roadbed,175
2023-09-01,B DIVISION,N,1,Infrastructure & Equipment,Service Delivery,39
2023-09-01,B DIVISION,N,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,2
2023-09-01,B DIVISION,N,1,Operating Conditions,,429
2023-09-01,B DIVISION,N,1,Planned ROW Work,Capital Work - Other Planned ROW,1
2023-09-01,B DIVISION,N,1,Planned ROW Work,Subways Maintenance,549
2023-09-01,B DIVISION,N,1,Planned ROW Work,Work Equipment,46
2023-09-01,B DIVISION,N,1,Police & Medical,Persons on Roadbed,105
2023-09-01,B DIVISION,N,1,Police & Medical,"Public Conduct, Crime, Police Response",707
2023-09-01,B DIVISION,N,1,Police & Medical,Sick/Injured Customer,25
2023-09-01,B DIVISION,N,2,Crew Availability,Crew Availability,54
2023-09-01,B DIVISION,N,2,External Factors,External Debris on Roadbed,4
2023-09-01,B DIVISION,N,2,External Factors,Inclement Weather,31
2023-09-01,B DIVISION,N,2,Infrastructure & Equipment,Braking,7
2023-09-01,B DIVISION,N,2,Infrastructure & Equipment,Door-Related,4
2023-09-01,B DIVISION,N,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2023-09-01,B DIVISION,N,2,Infrastructure & Equipment,Other - CE,40
2023-09-01,B DIVISION,N,2,Infrastructure & Equipment,Other Infrastructure,1
2023-09-01,B DIVISION,N,2,Infrastructure & Equipment,Other Internal Disruptions,56
2023-09-01,B DIVISION,N,2,Infrastructure & Equipment,Other - Sig,32
2023-09-01,B DIVISION,N,2,Infrastructure & Equipment,Propulsion,10
2023-09-01,B DIVISION,N,2,Infrastructure & Equipment,Rail and Roadbed,21
2023-09-01,B DIVISION,N,2,Infrastructure & Equipment,Service Delivery,8
2023-09-01,B DIVISION,N,2,Infrastructure & Equipment,Signal Modernization Capital Project,3
2023-09-01,B DIVISION,N,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,6
2023-09-01,B DIVISION,N,2,Operating Conditions,,107
2023-09-01,B DIVISION,N,2,Planned ROW Work,Capital Work - Other Planned ROW,8
2023-09-01,B DIVISION,N,2,Planned ROW Work,Subways Maintenance,152
2023-09-01,B DIVISION,N,2,Planned ROW Work,Work Equipment,2
2023-09-01,B DIVISION,N,2,Police & Medical,Persons on Roadbed,6
2023-09-01,B DIVISION,N,2,Police & Medical,"Public Conduct, Crime, Police Response",59
2023-09-01,B DIVISION,N,2,Police & Medical,Sick/Injured Customer,2
2023-09-01,B DIVISION,Q,1,Crew Availability,Crew Availability,251
2023-09-01,B DIVISION,Q,1,External Factors,External Debris on Roadbed,20
2023-09-01,B DIVISION,Q,1,External Factors,Inclement Weather,194
2023-09-01,B DIVISION,Q,1,Infrastructure & Equipment,Braking,15
2023-09-01,B DIVISION,Q,1,Infrastructure & Equipment,Door-Related,24
2023-09-01,B DIVISION,Q,1,Infrastructure & Equipment,"Fire, Smoke, Debris",76
2023-09-01,B DIVISION,Q,1,Infrastructure & Equipment,Other - CE,44
2023-09-01,B DIVISION,Q,1,Infrastructure & Equipment,Other Internal Disruptions,26
2023-09-01,B DIVISION,Q,1,Infrastructure & Equipment,Other - Sig,59
2023-09-01,B DIVISION,Q,1,Infrastructure & Equipment,Propulsion,27
2023-09-01,B DIVISION,Q,1,Infrastructure & Equipment,Rail and Roadbed,112
2023-09-01,B DIVISION,Q,1,Infrastructure & Equipment,Service Delivery,38
2023-09-01,B DIVISION,Q,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,3
2023-09-01,B DIVISION,Q,1,Operating Conditions,,295
2023-09-01,B DIVISION,Q,1,Planned ROW Work,Subways Maintenance,268
2023-09-01,B DIVISION,Q,1,Planned ROW Work,Work Equipment,4
2023-09-01,B DIVISION,Q,1,Police & Medical,Persons on Roadbed,35
2023-09-01,B DIVISION,Q,1,Police & Medical,"Public Conduct, Crime, Police Response",184
2023-09-01,B DIVISION,Q,1,Police & Medical,Sick/Injured Customer,16
2023-09-01,B DIVISION,Q,2,Crew Availability,Crew Availability,122
2023-09-01,B DIVISION,Q,2,External Factors,Inclement Weather,4
2023-09-01,B DIVISION,Q,2,Infrastructure & Equipment,Braking,1
2023-09-01,B DIVISION,Q,2,Infrastructure & Equipment,Door-Related,1
2023-09-01,B DIVISION,Q,2,Infrastructure & Equipment,"Fire, Smoke, Debris",5
2023-09-01,B DIVISION,Q,2,Infrastructure & Equipment,Other - CE,22
2023-09-01,B DIVISION,Q,2,Infrastructure & Equipment,Other Infrastructure,4
2023-09-01,B DIVISION,Q,2,Infrastructure & Equipment,Other Internal Disruptions,78
2023-09-01,B DIVISION,Q,2,Infrastructure & Equipment,Other - Sig,9
2023-09-01,B DIVISION,Q,2,Infrastructure & Equipment,Propulsion,2
2023-09-01,B DIVISION,Q,2,Infrastructure & Equipment,Rail and Roadbed,3
2023-09-01,B DIVISION,Q,2,Infrastructure & Equipment,Service Delivery,10
2023-09-01,B DIVISION,Q,2,Operating Conditions,,76
2023-09-01,B DIVISION,Q,2,Planned ROW Work,Subways Maintenance,70
2023-09-01,B DIVISION,Q,2,Planned ROW Work,Work Equipment,9
2023-09-01,B DIVISION,Q,2,Police & Medical,Persons on Roadbed,20
2023-09-01,B DIVISION,Q,2,Police & Medical,"Public Conduct, Crime, Police Response",39
2023-09-01,B DIVISION,Q,2,Police & Medical,Sick/Injured Customer,15
2023-09-01,B DIVISION,R,1,Crew Availability,Crew Availability,260
2023-09-01,B DIVISION,R,1,External Factors,Inclement Weather,154
2023-09-01,B DIVISION,R,1,Infrastructure & Equipment,Braking,25
2023-09-01,B DIVISION,R,1,Infrastructure & Equipment,Door-Related,20
2023-09-01,B DIVISION,R,1,Infrastructure & Equipment,"Fire, Smoke, Debris",4
2023-09-01,B DIVISION,R,1,Infrastructure & Equipment,Other - CE,44
2023-09-01,B DIVISION,R,1,Infrastructure & Equipment,Other Infrastructure,36
2023-09-01,B DIVISION,R,1,Infrastructure & Equipment,Other Internal Disruptions,7
2023-09-01,B DIVISION,R,1,Infrastructure & Equipment,Other - Sig,59
2023-09-01,B DIVISION,R,1,Infrastructure & Equipment,Propulsion,12
2023-09-01,B DIVISION,R,1,Infrastructure & Equipment,Rail and Roadbed,54
2023-09-01,B DIVISION,R,1,Infrastructure & Equipment,Service Delivery,13
2023-09-01,B DIVISION,R,1,Infrastructure & Equipment,Signal Modernization Capital Project,16
2023-09-01,B DIVISION,R,1,Operating Conditions,,166
2023-09-01,B DIVISION,R,1,Planned ROW Work,Capital Work - Other Planned ROW,1
2023-09-01,B DIVISION,R,1,Planned ROW Work,Other Planned ROW Work,1
2023-09-01,B DIVISION,R,1,Planned ROW Work,Subways Maintenance,66
2023-09-01,B DIVISION,R,1,Planned ROW Work,Work Equipment,15
2023-09-01,B DIVISION,R,1,Police & Medical,Persons on Roadbed,33
2023-09-01,B DIVISION,R,1,Police & Medical,"Public Conduct, Crime, Police Response",160
2023-09-01,B DIVISION,R,1,Police & Medical,Sick/Injured Customer,32
2023-09-01,B DIVISION,R,2,Crew Availability,Crew Availability,66
2023-09-01,B DIVISION,R,2,External Factors,External Debris on Roadbed,1
2023-09-01,B DIVISION,R,2,External Factors,Inclement Weather,1
2023-09-01,B DIVISION,R,2,Infrastructure & Equipment,"Fire, Smoke, Debris",6
2023-09-01,B DIVISION,R,2,Infrastructure & Equipment,Other - CE,8
2023-09-01,B DIVISION,R,2,Infrastructure & Equipment,Other Internal Disruptions,4
2023-09-01,B DIVISION,R,2,Infrastructure & Equipment,Other - Sig,10
2023-09-01,B DIVISION,R,2,Infrastructure & Equipment,Propulsion,1
2023-09-01,B DIVISION,R,2,Infrastructure & Equipment,Service Delivery,2
2023-09-01,B DIVISION,R,2,Infrastructure & Equipment,Signal Modernization Capital Project,6
2023-09-01,B DIVISION,R,2,Operating Conditions,,114
2023-09-01,B DIVISION,R,2,Planned ROW Work,Capital Work - Other Planned ROW,92
2023-09-01,B DIVISION,R,2,Planned ROW Work,Subways Maintenance,94
2023-09-01,B DIVISION,R,2,Planned ROW Work,Work Equipment,1
2023-09-01,B DIVISION,R,2,Police & Medical,Persons on Roadbed,4
2023-09-01,B DIVISION,R,2,Police & Medical,"Public Conduct, Crime, Police Response",29
2023-09-01,B DIVISION,R,2,Police & Medical,Sick/Injured Customer,9
2023-09-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Door-Related,3
2023-09-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Other Infrastructure,3
2023-09-01,A DIVISION,S 42nd,1,Planned ROW Work,Capital Work - Other Planned ROW,3
2023-09-01,A DIVISION,S 42nd,2,Crew Availability,Crew Availability,2
2023-09-01,A DIVISION,S 42nd,2,Police & Medical,"Public Conduct, Crime, Police Response",5
2023-09-01,B DIVISION,S Fkln,1,Crew Availability,Crew Availability,2
2023-09-01,B DIVISION,S Fkln,1,External Factors,Inclement Weather,169
2023-09-01,B DIVISION,S Fkln,1,Infrastructure & Equipment,Other - Sig,46
2023-09-01,B DIVISION,S Fkln,1,Infrastructure & Equipment,Propulsion,2
2023-09-01,B DIVISION,S Fkln,1,Infrastructure & Equipment,Rail and Roadbed,3
2023-09-01,B DIVISION,S Fkln,2,External Factors,Inclement Weather,37
2023-09-01,B DIVISION,S Rock,1,External Factors,External Agency or Utility,55
2023-09-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Braking,16
2023-09-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Other - CE,1
2023-09-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Other Infrastructure,82
2023-09-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Other - Sig,16
2023-09-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Rail and Roadbed,3
2023-09-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Service Delivery,1
2023-09-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2023-09-01,B DIVISION,S Rock,1,Operating Conditions,,3
2023-09-01,B DIVISION,S Rock,1,Planned ROW Work,Subways Maintenance,7
2023-09-01,B DIVISION,S Rock,1,Police & Medical,Persons on Roadbed,1
2023-09-01,B DIVISION,S Rock,1,Police & Medical,"Public Conduct, Crime, Police Response",11
2023-09-01,B DIVISION,S Rock,2,Crew Availability,Crew Availability,1
2023-09-01,B DIVISION,S Rock,2,External Factors,External Agency or Utility,17
2023-09-01,B DIVISION,S Rock,2,External Factors,Inclement Weather,1
2023-09-01,B DIVISION,S Rock,2,Infrastructure & Equipment,Other Infrastructure,2
2023-09-01,B DIVISION,S Rock,2,Infrastructure & Equipment,Service Delivery,1
2023-09-01,B DIVISION,S Rock,2,Planned ROW Work,Subways Maintenance,4
2023-09-01,B DIVISION,S Rock,2,Planned ROW Work,Work Equipment,1
2023-09-01,B DIVISION,S Rock,2,Police & Medical,"Public Conduct, Crime, Police Response",2
2023-09-01,Systemwide,Systemwide,1,Crew Availability,Systemwide,3324
2023-09-01,Systemwide,Systemwide,1,External Factors,Systemwide,1793
2023-09-01,Systemwide,Systemwide,1,Infrastructure & Equipment,Systemwide,10518
2023-09-01,Systemwide,Systemwide,1,Operating Conditions,Systemwide,5708
2023-09-01,Systemwide,Systemwide,1,Planned ROW Work,Systemwide,5682
2023-09-01,Systemwide,Systemwide,1,Police & Medical,Systemwide,6533
2023-09-01,Systemwide,Systemwide,2,Crew Availability,Systemwide,1160
2023-09-01,Systemwide,Systemwide,2,External Factors,Systemwide,337
2023-09-01,Systemwide,Systemwide,2,Infrastructure & Equipment,Systemwide,1519
2023-09-01,Systemwide,Systemwide,2,Operating Conditions,Systemwide,1664
2023-09-01,Systemwide,Systemwide,2,Planned ROW Work,Systemwide,2485
2023-09-01,Systemwide,Systemwide,2,Police & Medical,Systemwide,1298
2023-08-01,A DIVISION,1,1,Crew Availability,Crew Availability,193
2023-08-01,A DIVISION,1,1,External Factors,External Agency or Utility,111
2023-08-01,A DIVISION,1,1,Infrastructure & Equipment,Braking,15
2023-08-01,A DIVISION,1,1,Infrastructure & Equipment,Door-Related,10
2023-08-01,A DIVISION,1,1,Infrastructure & Equipment,"Fire, Smoke, Debris",16
2023-08-01,A DIVISION,1,1,Infrastructure & Equipment,Other - CE,38
2023-08-01,A DIVISION,1,1,Infrastructure & Equipment,Other Infrastructure,49
2023-08-01,A DIVISION,1,1,Infrastructure & Equipment,Other Internal Disruptions,1
2023-08-01,A DIVISION,1,1,Infrastructure & Equipment,Other - Sig,55
2023-08-01,A DIVISION,1,1,Infrastructure & Equipment,Propulsion,29
2023-08-01,A DIVISION,1,1,Infrastructure & Equipment,Rail and Roadbed,78
2023-08-01,A DIVISION,1,1,Infrastructure & Equipment,Service Delivery,29
2023-08-01,A DIVISION,1,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,22
2023-08-01,A DIVISION,1,1,Operating Conditions,,260
2023-08-01,A DIVISION,1,1,Planned ROW Work,Capital Work - Other Planned ROW,12
2023-08-01,A DIVISION,1,1,Planned ROW Work,Subways Maintenance,366
2023-08-01,A DIVISION,1,1,Planned ROW Work,Work Equipment,12
2023-08-01,A DIVISION,1,1,Police & Medical,Persons on Roadbed,188
2023-08-01,A DIVISION,1,1,Police & Medical,"Public Conduct, Crime, Police Response",272
2023-08-01,A DIVISION,1,1,Police & Medical,Sick/Injured Customer,48
2023-08-01,A DIVISION,1,2,Crew Availability,Crew Availability,44
2023-08-01,A DIVISION,1,2,External Factors,External Debris on Roadbed,5
2023-08-01,A DIVISION,1,2,Infrastructure & Equipment,"Fire, Smoke, Debris",7
2023-08-01,A DIVISION,1,2,Infrastructure & Equipment,Other - CE,1
2023-08-01,A DIVISION,1,2,Infrastructure & Equipment,Other Infrastructure,1
2023-08-01,A DIVISION,1,2,Infrastructure & Equipment,Other - Sig,8
2023-08-01,A DIVISION,1,2,Infrastructure & Equipment,Propulsion,4
2023-08-01,A DIVISION,1,2,Operating Conditions,,6
2023-08-01,A DIVISION,1,2,Planned ROW Work,Capital Work - Other Planned ROW,9
2023-08-01,A DIVISION,1,2,Planned ROW Work,Subways Maintenance,18
2023-08-01,A DIVISION,1,2,Police & Medical,Persons on Roadbed,10
2023-08-01,A DIVISION,1,2,Police & Medical,"Public Conduct, Crime, Police Response",34
2023-08-01,A DIVISION,2,1,Crew Availability,Crew Availability,116
2023-08-01,A DIVISION,2,1,External Factors,External Agency or Utility,96
2023-08-01,A DIVISION,2,1,External Factors,External Debris on Roadbed,7
2023-08-01,A DIVISION,2,1,External Factors,Inclement Weather,9
2023-08-01,A DIVISION,2,1,Infrastructure & Equipment,Braking,9
2023-08-01,A DIVISION,2,1,Infrastructure & Equipment,Door-Related,15
2023-08-01,A DIVISION,2,1,Infrastructure & Equipment,"Fire, Smoke, Debris",13
2023-08-01,A DIVISION,2,1,Infrastructure & Equipment,Other - CE,21
2023-08-01,A DIVISION,2,1,Infrastructure & Equipment,Other - Sig,182
2023-08-01,A DIVISION,2,1,Infrastructure & Equipment,Propulsion,20
2023-08-01,A DIVISION,2,1,Infrastructure & Equipment,Rail and Roadbed,54
2023-08-01,A DIVISION,2,1,Infrastructure & Equipment,Service Delivery,49
2023-08-01,A DIVISION,2,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,54
